locus_tag	old_locus_tag	protein_id	GOfun	GOpro	GOfun_evidence	GOpro_evidence	product
AEP_RS04255	AEP_00845	WP_087494241.1	GO:0004252	GO:0006282;GO:0006355	IEA	IEA;IEA	transcriptional repressor LexA
AEP_RS04265	AEP_00847	WP_087494243.1	none	none	none	none	D-2-hydroxyacid dehydrogenase family protein
AEP_RS04270	AEP_00848	WP_198301897.1	none	none	none	none	hypothetical protein
AEP_RS04275	AEP_00849	WP_087494245.1	none	none	none	none	Crp/Fnr family transcriptional regulator
AEP_RS04280	AEP_00850	WP_087494246.1	none	none	none	none	phosphotransferase
AEP_RS04285	AEP_00851	WP_087494247.1	GO:0016627	none	IEA	none	acyl-CoA dehydrogenase family protein
AEP_RS04290	AEP_00852	WP_087494248.1	none	none	none	none	HD-GYP domain-containing protein
AEP_RS04295	AEP_00853	WP_087494249.1	none	none	none	none	hypothetical protein
AEP_RS04300	AEP_00855	WP_087494250.1	none	none	none	none	hypothetical protein
AEP_RS04305	AEP_00856	WP_087494251.1	none	none	none	none	hypothetical protein
AEP_RS04310	AEP_00857	WP_087494252.1	none	none	none	none	Hsp70 family protein
AEP_RS04315	AEP_00858	WP_157673044.1	none	none	none	none	hypothetical protein
AEP_RS04320	AEP_00859	WP_087494254.1	none	none	none	none	tetratricopeptide repeat protein
AEP_RS04325	AEP_00860	WP_087494255.1	none	none	none	none	DUF262 domain-containing protein
AEP_RS04330	AEP_00861	WP_087494256.1	none	none	none	none	hypothetical protein
AEP_RS04335	AEP_00862	WP_087494257.1	GO:0003677	GO:0006304	IEA	IEA	restriction endonuclease subunit S
AEP_RS04340	AEP_00863	WP_087494258.1	none	none	none	none	type I restriction-modification system subunit M
AEP_RS04345	AEP_00864	WP_087494259.1	GO:0003677;GO:0005524;GO:0016787	none	IEA;IEA;IEA	none	DEAD/DEAH box helicase family protein
AEP_RS04350	AEP_00865	WP_157673045.1	none	none	none	none	hypothetical protein
AEP_RS04355	AEP_00866	WP_087494261.1	none	none	none	none	helix-turn-helix domain-containing protein
AEP_RS21205	none	WP_087494263.1	none	none	none	none	AlpA family phage regulatory protein
AEP_RS20605	AEP_00868	WP_157673046.1	none	none	none	none	hypothetical protein
AEP_RS04375	AEP_00869	WP_087494265.1	none	none	none	none	integrase arm-type DNA-binding domain-containing protein
AEP_RS04395	AEP_00873	WP_087494266.1	GO:0004176;GO:0004252;GO:0016887;GO:0043565	GO:0006508	IEA;IEA;IEA;IEA	IEA	endopeptidase La
AEP_RS04400	AEP_00874	WP_087494267.1	GO:0005524;GO:0008270;GO:0016887;GO:0046983	none	IEA;IEA;IEA;IEA	none	ATP-dependent Clp protease ATP-binding subunit ClpX
AEP_RS04405	AEP_00875	WP_255413700.1	GO:0004176;GO:0004252	GO:0006508	IEA;IEA	IEA	ATP-dependent Clp endopeptidase proteolytic subunit ClpP
AEP_RS04410	AEP_00876	WP_087494268.1	GO:0003755;GO:0051082	GO:0051083	IEA;IEA	IEA	trigger factor
AEP_RS04420	AEP_00878	WP_087494269.1	none	none	none	none	efflux RND transporter permease subunit
AEP_RS04425	AEP_00879	WP_087494270.1	GO:0005215	GO:0006810	IEA	IEA	efflux RND transporter periplasmic adaptor subunit
AEP_RS04430	AEP_00880	WP_087497176.1	GO:0004311	none	IEA	none	squalene synthase HpnC
AEP_RS04435	AEP_00881	WP_087494271.1	GO:0016767	GO:0016117	IEA	IEA	presqualene diphosphate synthase HpnD
AEP_RS04440	AEP_00882	WP_087494272.1	GO:0016491	none	IEA	none	hydroxysqualene dehydroxylase HpnE
AEP_RS04445	AEP_00883	WP_232459922.1	none	none	none	none	penicillin acylase family protein
AEP_RS04450	AEP_00884	WP_232459923.1	none	none	none	none	HAD-IA family hydrolase
AEP_RS04455	AEP_00885	WP_087497178.1	none	none	none	none	helix-turn-helix domain-containing protein
AEP_RS04460	AEP_00886	WP_087494274.1	GO:0004325	GO:0006779	IEA	IEA	ferrochelatase
AEP_RS04465	AEP_00887	WP_087494275.1	none	none	none	none	SlyX family protein
AEP_RS04470	AEP_00888	WP_087494276.1	none	none	none	none	LysE family translocator
AEP_RS04475	AEP_00889	WP_087494277.1	GO:0009975	GO:0009966	IEA	IEA	GGDEF domain-containing protein
AEP_RS04480	AEP_00890	WP_087494278.1	GO:0005524;GO:0015412	GO:0015689	IEA;IEA	IEA	molybdenum ABC transporter ATP-binding protein
AEP_RS04485	AEP_00891	WP_087494279.1	GO:0015412	GO:0015689	IEA	IEA	molybdate ABC transporter permease subunit
AEP_RS04490	AEP_00892	WP_232459924.1	GO:0015412;GO:0030973	GO:0015689	IEA;IEA	IEA	molybdate ABC transporter substrate-binding protein
AEP_RS04495	AEP_00893	WP_087494280.1	none	none	none	none	tripartite tricarboxylate transporter permease
AEP_RS04500	AEP_00894	WP_087494281.1	none	none	none	none	tripartite tricarboxylate transporter TctB family protein
AEP_RS04505	AEP_00895	WP_087494282.1	none	none	none	none	tripartite tricarboxylate transporter substrate-binding protein
AEP_RS04510	AEP_00896	WP_087494283.1	none	none	none	none	response regulator transcription factor
AEP_RS04515	AEP_00897	WP_087494284.1	none	none	none	none	sensor histidine kinase
AEP_RS04520	AEP_00898	WP_087494285.1	none	none	none	none	RNA-binding S4 domain-containing protein
AEP_RS04525	AEP_00899	WP_087494286.1	GO:0003935;GO:0008686	none	IEA;IEA	none	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II
AEP_RS04530	AEP_00900	WP_087494287.1	GO:0000906	none	IEA	none	6,7-dimethyl-8-ribityllumazine synthase
AEP_RS04535	AEP_00901	WP_087494288.1	none	GO:0006355	none	IEA	transcription antitermination factor NusB
AEP_RS04540	AEP_00902	WP_087494289.1	GO:0003824;GO:0030170	GO:0009058	IEA;IEA	IEA	pyridoxal phosphate-dependent aminotransferase
AEP_RS04545	AEP_00903	WP_087494290.1	GO:0015078	GO:1902600	IEA	IEA	protein TolQ
AEP_RS04550	AEP_00904	WP_087494291.1	GO:0022857	GO:0055085	IEA	IEA	biopolymer transporter ExbD
AEP_RS04555	AEP_00905	WP_087494292.1	GO:0005215	GO:0006810	IEA	IEA	cell envelope integrity protein TolA
AEP_RS04560	AEP_00906	WP_087494293.1	none	none	none	none	hypothetical protein
AEP_RS04565	AEP_00907	WP_087494294.1	none	none	none	none	ferrous iron transporter B
AEP_RS04570	AEP_00908	WP_087494295.1	none	none	none	none	ferrous iron transport protein A
AEP_RS04575	AEP_00909	WP_087497180.1	GO:0003676;GO:0008408	GO:0006260	IEA;IEA	IEA	DNA polymerase III subunit alpha
AEP_RS04580	AEP_00910	WP_087494296.1	none	none	none	none	hypothetical protein
AEP_RS04585	AEP_00911	WP_087494297.1	none	none	none	none	sulfurtransferase
AEP_RS04590	AEP_00912	WP_087494298.1	none	none	none	none	DUF2145 domain-containing protein
AEP_RS04595	AEP_00913	WP_087494299.1	none	none	none	none	hypothetical protein
AEP_RS04600	AEP_00914	WP_087494300.1	none	none	none	none	flavodoxin family protein
AEP_RS04605	AEP_00915	WP_087494301.1	none	none	none	none	pirin family protein
AEP_RS04610	AEP_00916	WP_087494302.1	none	none	none	none	LysR substrate-binding domain-containing protein
AEP_RS04615	AEP_00917	WP_232459925.1	GO:0016491	none	IEA	none	FAD-dependent oxidoreductase
AEP_RS04620	AEP_00918	WP_087494303.1	GO:0000166;GO:0004812;GO:0005524	GO:0043039	IEA;IEA;IEA	IEA	tRNA glutamyl-Q(34) synthetase GluQRS
AEP_RS04625	AEP_00919	WP_232459926.1	none	GO:0007165	none	IEA	methyl-accepting chemotaxis protein
AEP_RS04635	AEP_00920	WP_087494305.1	none	GO:0007165	none	IEA	methyl-accepting chemotaxis protein
AEP_RS04640	AEP_00921	WP_087497183.1	GO:0008176	GO:0006400	IEA	IEA	tRNA (guanosine(46)-N7)-methyltransferase TrmB
AEP_RS04645	AEP_00922	WP_087494306.1	GO:0003723;GO:0009982	GO:0001522;GO:0009451	IEA;IEA	IEA;IEA	pseudouridine synthase
AEP_RS04650	AEP_00923	WP_232459927.1	none	none	none	none	metal-dependent phosphohydrolase
AEP_RS04655	AEP_00924	WP_157673047.1	none	none	none	none	rhomboid family intramembrane serine protease
AEP_RS04660	AEP_00925	WP_087497184.1	none	none	none	none	TIGR03790 family protein
AEP_RS04665	AEP_00926	WP_087494309.1	GO:0046820	GO:0008153;GO:0009396	IEA	IEA;IEA	aminodeoxychorismate synthase component I
AEP_RS04670	AEP_00927	WP_087494310.1	none	none	none	none	transglutaminase domain-containing protein
AEP_RS04675	AEP_00928	WP_232459928.1	GO:0003677;GO:0003678;GO:0005524;GO:0016818	GO:0006139	IEA;IEA;IEA;IEA	IEA	ATP-dependent DNA helicase DinG
AEP_RS04680	AEP_00929	WP_087494311.1	none	none	none	none	LacI family DNA-binding transcriptional regulator
AEP_RS04685	AEP_00930	WP_232459929.1	none	none	none	none	ABC transporter substrate-binding protein
AEP_RS04690	AEP_00931	WP_087494312.1	none	none	none	none	sugar ABC transporter permease
AEP_RS04695	AEP_00932	WP_087494313.1	none	none	none	none	carbohydrate ABC transporter permease
AEP_RS04700	AEP_00933	WP_087494314.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS04705	AEP_00934	WP_087494315.1	none	none	none	none	hypothetical protein
AEP_RS04710	AEP_00935	WP_087494316.1	none	none	none	none	phosphomannose isomerase type II C-terminal cupin domain
AEP_RS04720	AEP_00936	WP_087494318.1	none	none	none	none	single-stranded DNA-binding protein
AEP_RS04725	AEP_00937	WP_087494319.1	none	none	none	none	lipocalin family protein
AEP_RS04730	AEP_00938	WP_087497187.1	none	none	none	none	DUF2237 domain-containing protein
AEP_RS20610	AEP_00939	WP_157673048.1	none	none	none	none	hypothetical protein
AEP_RS04735	AEP_00940	WP_087494320.1	none	none	none	none	DUF3429 domain-containing protein
AEP_RS04740	AEP_00941	WP_087494321.1	none	none	none	none	TIGR03643 family protein
AEP_RS04745	AEP_00942	WP_087494322.1	none	none	none	none	ferredoxin--NADP reductase
AEP_RS04750	AEP_00943	WP_087494323.1	none	none	none	none	thioredoxin family protein
AEP_RS04755	AEP_00944	WP_087494324.1	none	none	none	none	TlpA family protein disulfide reductase
AEP_RS04760	AEP_00945	WP_087494325.1	GO:0004813	GO:0006419	IEA	IEA	alanine--tRNA ligase
AEP_RS04765	AEP_00946	WP_087494326.1	none	none	none	none	GntR family transcriptional regulator
AEP_RS04770	AEP_00947	WP_157673049.1	none	none	none	none	dihydrodipicolinate synthase family protein
AEP_RS04775	AEP_00948	WP_087494328.1	none	none	none	none	sialic acid TRAP transporter substrate-binding protein SiaP
AEP_RS04780	AEP_00949	WP_087494329.1	none	none	none	none	TRAP transporter small permease
AEP_RS04785	AEP_00950	WP_087494330.1	none	none	none	none	TRAP transporter large permease
AEP_RS04790	AEP_00951	WP_087494331.1	none	none	none	none	fumarylacetoacetate hydrolase family protein
AEP_RS04795	AEP_00952	WP_087497188.1	none	none	none	none	PLP-dependent aminotransferase family protein
AEP_RS04800	AEP_00953	WP_087494332.1	GO:0003867	GO:0009450	IEA	IEA	4-aminobutyrate--2-oxoglutarate transaminase
AEP_RS04805	AEP_00954	WP_087494333.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS04810	AEP_00955	WP_087494334.1	none	none	none	none	ABC transporter substrate-binding protein
AEP_RS04815	AEP_00956	WP_087497189.1	none	none	none	none	ABC transporter permease
AEP_RS04820	AEP_00957	WP_087494335.1	none	none	none	none	ABC transporter permease
AEP_RS04825	AEP_00958	WP_087494336.1	GO:0008783	GO:0008295	IEA	IEA	agmatinase
AEP_RS04830	AEP_00959	WP_087494337.1	none	none	none	none	NAD-dependent succinate-semialdehyde dehydrogenase
AEP_RS04840	AEP_00961	WP_087493664.1	GO:0003964	GO:0000373	IEA	IEA	group II intron reverse transcriptase/maturase
AEP_RS04845	AEP_00962	WP_232459930.1	none	none	none	none	MarR family transcriptional regulator
AEP_RS04850	AEP_00963	WP_087494339.1	GO:0015288	GO:0006810	IEA	IEA	efflux transporter outer membrane subunit
AEP_RS04855	AEP_00964	WP_087494340.1	none	none	none	none	HlyD family efflux transporter periplasmic adaptor subunit
AEP_RS04860	AEP_00965	WP_087494341.1	none	GO:0006855;GO:0009410	none	IEA;IEA	DHA2 family efflux MFS transporter permease subunit
AEP_RS04865	AEP_00966	WP_087493664.1	GO:0003964	GO:0000373	IEA	IEA	group II intron reverse transcriptase/maturase
AEP_RS04870	AEP_00967	WP_087493664.1	GO:0003964	GO:0000373	IEA	IEA	group II intron reverse transcriptase/maturase
AEP_RS04875	AEP_00968	WP_157673050.1	none	none	none	none	hypothetical protein
AEP_RS04880	AEP_00969	WP_087494343.1	GO:0008410	none	IEA	none	3-oxoacid CoA-transferase subunit B
AEP_RS04885	AEP_00970	WP_087494344.1	none	none	none	none	CoA transferase subunit A
AEP_RS04890	AEP_00971	WP_087494345.1	none	none	none	none	PAS and helix-turn-helix domain-containing protein
AEP_RS20950	none	none	none	GO:0006935;GO:0007165	none	IEA;IEA	Tar ligand binding domain-containing protein
AEP_RS04895	AEP_00972	none	none	GO:0007165	none	IEA	methyl-accepting chemotaxis protein
AEP_RS04900	AEP_00973	WP_087494347.1	GO:0003700;GO:0043565	GO:0006355	IEA;IEA	IEA	helix-turn-helix domain-containing protein
AEP_RS04905	AEP_00974	WP_157673051.1	none	none	none	none	hypothetical protein
AEP_RS20955	none	none	none	none	none	none	MCP four helix bundle domain-containing protein
AEP_RS04910	AEP_00975	none	none	GO:0007165	none	IEA	methyl-accepting chemotaxis protein
AEP_RS04915	AEP_00976	WP_157673052.1	none	none	none	none	hypothetical protein
AEP_RS04920	AEP_00977	WP_087494351.1	none	none	none	none	transporter substrate-binding domain-containing protein
AEP_RS04925	AEP_00978	WP_087494352.1	none	none	none	none	hypothetical protein
AEP_RS04930	AEP_00979	WP_087494353.1	GO:0003677	GO:0006355	IEA	IEA	helix-turn-helix domain-containing protein
AEP_RS04935	AEP_00980	WP_087494354.1	none	none	none	none	ABC transporter substrate-binding protein
AEP_RS04940	AEP_00981	WP_087494355.1	none	none	none	none	branched-chain amino acid ABC transporter permease
AEP_RS04945	AEP_00982	WP_087494356.1	none	none	none	none	branched-chain amino acid ABC transporter permease
AEP_RS04950	AEP_00983	WP_087494357.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS04955	AEP_00984	WP_087494358.1	none	none	none	none	ABC transporter ATP-binding protein
AEP_RS04960	AEP_00985	WP_087494359.1	none	none	none	none	4-hydroxyphenylpyruvate dioxygenase
AEP_RS04965	AEP_00986	WP_087494360.1	none	none	none	none	sugar phosphate isomerase/epimerase
AEP_RS04970	AEP_00987	WP_087494361.1	none	none	none	none	lyase family protein
AEP_RS04975	AEP_00988	WP_087494362.1	none	none	none	none	hypothetical protein
AEP_RS21210	AEP_00989	WP_087494363.1	none	none	none	none	helix-turn-helix domain-containing protein
AEP_RS04985	AEP_00990	WP_087494364.1	GO:0047575	none	IEA	none	4-carboxymuconolactone decarboxylase
AEP_RS04990	AEP_00992	WP_087494365.1	none	none	none	none	peroxidase-related enzyme
AEP_RS04995	AEP_00993	WP_087494366.1	none	none	none	none	gamma-glutamyltransferase family protein
AEP_RS05000	AEP_00994	WP_087494367.1	GO:0003896	GO:0006269	IEA	IEA	DNA primase
AEP_RS05005	AEP_00995	WP_087494368.1	none	none	none	none	transporter substrate-binding domain-containing protein
AEP_RS05015	AEP_00996	WP_087494370.1	GO:0003700;GO:0016987	GO:0006355	IEA;IEA	IEA	RNA polymerase sigma factor RpoD
AEP_RS05020	AEP_00997	WP_087494371.1	GO:0004764	GO:0019632	IEA	IEA	shikimate dehydrogenase
AEP_RS05025	AEP_00998	WP_087497191.1	none	none	none	none	late competence development ComFB family protein
AEP_RS05030	AEP_00999	WP_087494372.1	none	none	none	none	helix-turn-helix domain-containing protein
AEP_RS05035	AEP_01000	WP_087494373.1	none	none	none	none	FKBP-type peptidyl-prolyl cis-trans isomerase
AEP_RS05040	AEP_01001	WP_087494374.1	GO:0000774;GO:0051087	GO:0006457	IEA;IEA	IEA	nucleotide exchange factor GrpE
AEP_RS05045	AEP_01002	WP_087494375.1	GO:0005524;GO:0016887	GO:0006457	IEA;IEA	IEA	molecular chaperone DnaK
AEP_RS05050	AEP_01003	WP_087494376.1	GO:0005515	GO:0006457;GO:0009408	IEA	IEA;IEA	molecular chaperone DnaJ
AEP_RS05055	AEP_01004	WP_087494377.1	none	none	none	none	rhodanese-related sulfurtransferase
AEP_RS05060	AEP_01005	WP_087494378.1	none	none	none	none	glutathione S-transferase
AEP_RS05065	AEP_01006	WP_157673053.1	none	none	none	none	DUF1631 family protein
AEP_RS05070	AEP_01007	WP_087494380.1	none	none	none	none	nitronate monooxygenase family protein
AEP_RS05075	AEP_01008	WP_087494381.1	none	none	none	none	acyl-CoA dehydrogenase
AEP_RS05080	AEP_01009	WP_087494382.1	none	none	none	none	electron transfer flavoprotein subunit alpha/FixB family protein
AEP_RS05085	AEP_01010	WP_087494383.1	none	none	none	none	electron transfer flavoprotein subunit beta/FixA family protein
AEP_RS05090	AEP_01011	WP_087494384.1	none	GO:0055085	none	IEA	mechanosensitive ion channel
AEP_RS05095	AEP_01012	WP_087494385.1	none	none	none	none	histone deacetylase family protein
AEP_RS05100	AEP_01013	WP_087494386.1	none	none	none	none	MoxR family ATPase
AEP_RS05105	AEP_01014	WP_232459988.1	none	none	none	none	DUF58 domain-containing protein
AEP_RS05110	AEP_01015	WP_087494388.1	none	none	none	none	DUF3488 and transglutaminase-like domain-containing protein
AEP_RS05115	AEP_01016	WP_087494389.1	none	none	none	none	DUF945 family protein
AEP_RS05120	AEP_01017	WP_087494390.1	GO:0016757	GO:0009253	IEA	IEA	lytic murein transglycosylase B
AEP_RS05125	AEP_01018	WP_087494391.1	GO:0042834	none	IEA	none	SPOR domain-containing protein
AEP_RS05130	AEP_01019	WP_087494392.1	none	none	none	none	HDOD domain-containing protein
AEP_RS05135	AEP_01020	WP_087494393.1	none	none	none	none	alpha-E domain-containing protein
AEP_RS05140	AEP_01021	WP_087494394.1	none	none	none	none	circularly permuted type 2 ATP-grasp protein
AEP_RS05145	AEP_01022	WP_087494395.1	GO:0005215	GO:0009290	IEA	IEA	DNA internalization-related competence protein ComEC/Rec2
AEP_RS05150	AEP_01023	WP_087497192.1	none	none	none	none	transglutaminase family protein
AEP_RS05155	AEP_01024	WP_232459931.1	none	none	none	none	AbrB family transcriptional regulator
AEP_RS05160	AEP_01025	WP_087494397.1	none	none	none	none	mobilization protein
AEP_RS05165	AEP_01026	WP_087494398.1	none	none	none	none	high-potential iron-sulfur protein
AEP_RS05170	AEP_01027	WP_087494399.1	none	none	none	none	flavin reductase family protein
AEP_RS05175	AEP_01028	WP_232459932.1	none	none	none	none	circularly permuted type 2 ATP-grasp protein
AEP_RS05180	AEP_01029	WP_087494401.1	none	none	none	none	transglutaminase family protein
AEP_RS05185	AEP_01030	WP_087494402.1	none	none	none	none	RidA family protein
AEP_RS05190	AEP_01031	none	none	GO:0007165	none	IEA	methyl-accepting chemotaxis protein
AEP_RS21215	none	none	none	GO:0007165	none	IEA	HAMP domain-containing protein
AEP_RS05195	AEP_01032	WP_087494404.1	GO:0003848	GO:0009396	IEA	IEA	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase
AEP_RS05200	AEP_01033	WP_087494405.1	GO:0003723;GO:0004652	GO:0006378	IEA;IEA	IEA	polynucleotide adenylyltransferase PcnB
AEP_RS05205	AEP_01034	WP_087494406.1	none	none	none	none	HAD-IB family hydrolase
AEP_RS05210	AEP_01035	WP_087494407.1	GO:0016818	GO:0032297	IEA	IEA	DnaA regulatory inactivator Hda
AEP_RS05215	AEP_01036	WP_087494408.1	none	none	none	none	AI-2E family transporter
AEP_RS05220	AEP_01037	WP_087494409.1	GO:0004641	GO:0006189;GO:0009152	IEA	IEA;IEA	phosphoribosylformylglycinamidine cyclo-ligase
AEP_RS05225	AEP_01038	WP_087494410.1	none	none	none	none	ParA family protein
AEP_RS05230	AEP_01039	WP_087494411.1	none	none	none	none	tetratricopeptide repeat protein
AEP_RS05235	AEP_01040	WP_087497193.1	none	GO:0009252;GO:0034204	none	IEA;IEA	murein biosynthesis integral membrane protein MurJ
AEP_RS05240	AEP_01041	WP_087494412.1	GO:0003735	GO:0006412	IEA	IEA	30S ribosomal protein S20
AEP_RS05245	AEP_01042	WP_087494413.1	none	none	none	none	DUF3579 domain-containing protein
AEP_RS05250	AEP_01043	WP_087494414.1	none	none	none	none	aspartate aminotransferase family protein
AEP_RS05255	AEP_01044	WP_087494415.1	GO:0004585	GO:0042450	IEA	IEA	ornithine carbamoyltransferase
AEP_RS05260	AEP_01045	WP_087494416.1	none	none	none	none	hypothetical protein
AEP_RS05265	AEP_01046	WP_087494417.1	none	none	none	none	Lrp/AsnC family transcriptional regulator
AEP_RS05270	AEP_01047	WP_087494418.1	GO:0030429	GO:0019441	IEA	IEA	kynureninase
AEP_RS05275	AEP_01048	WP_087494419.1	GO:0004833	GO:0019441	IEA	IEA	tryptophan 2,3-dioxygenase
AEP_RS05280	AEP_01049	WP_087494420.1	none	none	none	none	DinB family protein
AEP_RS05285	AEP_01050	WP_087494421.1	none	none	none	none	hypothetical protein
AEP_RS05290	AEP_01052	WP_087494422.1	none	none	none	none	zinc-dependent alcohol dehydrogenase family protein
AEP_RS05295	AEP_01053	WP_087494423.1	none	none	none	none	acetyl-CoA hydrolase/transferase family protein
AEP_RS05300	AEP_01054	WP_087494424.1	none	none	none	none	hypothetical protein
AEP_RS05305	AEP_01055	WP_087494425.1	none	none	none	none	phytanoyl-CoA dioxygenase family protein
AEP_RS20615	AEP_01056	WP_157673054.1	none	none	none	none	hypothetical protein
