GID	SYMBOL	GENENAME
AEP_01499	WP_087494810.1	hypothetical protein
AEP_01500	WP_087494811.1	dioxygenase
AEP_01501	WP_232459954.1	ATP-binding cassette domain-containing protein
AEP_01502	WP_087494812.1	YceI family protein
AEP_01503	WP_087494813.1	YceI family protein
AEP_01504	WP_087494814.1	cytochrome b
AEP_01505	WP_087494815.1	VF530 family protein
AEP_01506	WP_087497238.1	response regulator transcription factor
AEP_01507	WP_087494816.1	ATP-binding protein
AEP_01508	WP_087494817.1	urease subunit gamma
AEP_01509	WP_087494818.1	HupE/UreJ family protein
AEP_01510	WP_087497239.1	urease subunit beta
AEP_01511	WP_087494819.1	urease subunit alpha
AEP_01512	WP_087494820.1	GNAT family N-acetyltransferase
AEP_01513	WP_087494821.1	urease accessory protein UreE
AEP_01514	WP_087494822.1	urease accessory protein UreF
AEP_01515	WP_087494823.1	urease accessory protein UreG
AEP_01517	WP_087494824.1	MFS transporter
AEP_01518	WP_087497240.1	CBS domain-containing protein
AEP_01519	WP_087494825.1	radical SAM family heme chaperone HemW
AEP_01520	WP_087494826.1	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase
AEP_01521	WP_087494827.1	ribonuclease PH
AEP_01522	WP_087494828.1	serine/threonine-protein phosphatase
AEP_01523	WP_087494829.1	serine/threonine protein kinase
AEP_01524	WP_087494830.1	YicC family protein
AEP_01525	WP_087494831.1	guanylate kinase
AEP_01526	WP_087494832.1	DNA-directed RNA polymerase subunit omega
AEP_01527	WP_087494833.1	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
AEP_01528	WP_087497241.1	transcription elongation factor GreB
AEP_01530	WP_087494834.1	3-keto-5-aminohexanoate cleavage protein
AEP_01531	WP_087494835.1	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha
AEP_01532	WP_232459955.1	enoyl-CoA hydratase-related protein
AEP_01533	WP_087494836.1	acyl-CoA dehydrogenase family protein
AEP_01534	WP_087494837.1	acetyl-CoA carboxylase carboxyltransferase subunit
AEP_01535	WP_087494838.1	SCP2 sterol-binding domain-containing protein
AEP_01536	WP_087494839.1	MerR family DNA-binding transcriptional regulator
AEP_01537	WP_198301912.1	AsmA family protein
AEP_01538	WP_087494841.1	translational machinery protein
AEP_01539	WP_087494842.1	SPOR domain-containing protein
AEP_01540	WP_087494843.1	site-specific integrase
AEP_01541	WP_157673077.1	helix-turn-helix domain containing protein
none	WP_157673078.1	hypothetical protein
AEP_01545	WP_232459956.1	HNH endonuclease
AEP_01546	WP_087494847.1	hypothetical protein
AEP_01547	WP_087494848.1	replication endonuclease
AEP_01548	WP_257789664.1	HEAT repeat domain-containing protein
AEP_01551	WP_087497244.1	heat-inducible transcriptional repressor HrcA
AEP_01552	WP_087494851.1	NAD kinase
AEP_01553	WP_087494852.1	DNA repair protein RecN
AEP_01554	WP_087494853.1	RNase adapter RapZ
AEP_01555	WP_087494854.1	A/G-specific adenine glycosylase
AEP_01556	WP_087497245.1	dynamin family protein
AEP_01557	WP_087494855.1	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase
AEP_01558	WP_087494856.1	tetratricopeptide repeat protein
AEP_01559	WP_087494857.1	outer membrane lipoprotein LolB
AEP_01560	WP_087494858.1	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
AEP_01562	WP_087494859.1	ribose-phosphate pyrophosphokinase
AEP_01563	WP_087494860.1	50S ribosomal protein L25/general stress protein Ctc
AEP_01564	WP_087494861.1	aminoacyl-tRNA hydrolase
AEP_01565	WP_087494862.1	hypothetical protein
AEP_01566	WP_087494863.1	YfhL family 4Fe-4S dicluster ferredoxin
AEP_01567	WP_087494864.1	pantetheine-phosphate adenylyltransferase
AEP_01568	WP_087494865.1	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
AEP_01569	WP_257789660.1	gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
AEP_01570	WP_087494867.1	TetR/AcrR family transcriptional regulator
AEP_01571	WP_087494868.1	amidase
AEP_01572	WP_157673079.1	DUF3237 family protein
AEP_01573	WP_087494870.1	MFS transporter
AEP_01574	WP_087494871.1	insulinase family protein
AEP_01575	WP_232459995.1	insulinase family protein
AEP_01576	WP_087494873.1	signal recognition particle-docking protein FtsY
AEP_01577	WP_087494874.1	ABC transporter substrate-binding protein
AEP_01578	WP_087494875.1	OmpA family protein
AEP_01579	WP_232459958.1	patatin-like phospholipase family protein
AEP_01580	WP_157673080.1	cache domain-containing protein
AEP_01581	WP_232459959.1	SMP-30/gluconolactonase/LRE family protein
AEP_01582	WP_087494877.1	DMT family transporter
AEP_01583	WP_087494878.1	dienelactone hydrolase family protein
AEP_01584	WP_087494879.1	Hsp70 family protein
AEP_01585	WP_198301914.1	NUDIX domain-containing protein
AEP_01586	WP_087497248.1	LysR family transcriptional regulator
AEP_01587	WP_087494881.1	DoxX family protein
AEP_01588	WP_087494882.1	pirin family protein
AEP_01589	WP_087494883.1	patatin-like phospholipase family protein
AEP_01590	none	catalase/peroxidase HPI
AEP_01591	WP_157673081.1	site-specific integrase
AEP_01592	WP_087494885.1	tyrosine-type recombinase/integrase
AEP_01593	WP_087494886.1	hypothetical protein
AEP_01594	WP_087494887.1	hypothetical protein
AEP_01595	WP_087494888.1	DUF6262 family protein
AEP_01596	WP_087494889.1	ATP-dependent RecD-like DNA helicase
AEP_01597	WP_087497249.1	H-NS histone family protein
AEP_01598	WP_087494891.1	hypothetical protein
AEP_01599	WP_232459960.1	hypothetical protein
AEP_01600	WP_087494893.1	type I-F CRISPR-associated endonuclease Cas1f
AEP_01601	WP_087494894.1	type I-F CRISPR-associated helicase Cas3f
AEP_01602	WP_087494895.1	type I-F CRISPR-associated protein Csy1
AEP_01603	WP_087494896.1	type I-F CRISPR-associated protein Csy2
AEP_01604	WP_087494897.1	type I-F CRISPR-associated protein Csy3
AEP_01605	WP_087494898.1	type I-F CRISPR-associated endoribonuclease Cas6/Csy4
AEP_01606	WP_087494899.1	hypothetical protein
AEP_01607	WP_087494900.1	hypothetical protein
AEP_01609	WP_198301916.1	toll/interleukin-1 receptor domain-containing protein
AEP_01610	WP_087494903.1	hypothetical protein
AEP_01611	WP_087494904.1	hypothetical protein
AEP_01612	WP_157673083.1	hypothetical protein
AEP_01613	WP_087494906.1	YegP family protein
AEP_01614	WP_087497250.1	IS3 family transposase
AEP_01616	WP_198301917.1	ATP-dependent helicase
AEP_01617	WP_087494908.1	SDR family NAD(P)-dependent oxidoreductase
AEP_01618	none	IS3 family transposase
AEP_01620	WP_087494909.1	type II toxin-antitoxin system HipA family toxin
AEP_01622	WP_087494911.1	hypothetical protein
AEP_01623	WP_087494912.1	IS3 family transposase
AEP_01624	WP_087494913.1	transposase
AEP_01625	WP_087494915.1	PH domain-containing protein
none	none	IS3 family transposase
none	none	IS3 family transposase
AEP_01628	WP_087497251.1	hypothetical protein
AEP_01629	WP_087494917.1	XRE family transcriptional regulator
AEP_01630	WP_087494919.1	hypothetical protein
AEP_01631	WP_087494920.1	DEAD/DEAH box helicase
AEP_01632	WP_157673085.1	hypothetical protein
none	WP_257789661.1	helix-turn-helix domain-containing protein
AEP_01633	WP_157673086.1	zinc-ribbon domain-containing protein
AEP_01634	WP_087494923.1	hypothetical protein
AEP_01635	WP_157673087.1	hypothetical protein
AEP_01636	WP_087494925.1	hypothetical protein
AEP_01637	WP_157673088.1	IS66 family transposase
AEP_01638	WP_157673089.1	helix-turn-helix domain-containing protein
AEP_01639	WP_087494928.1	IS66 family insertion sequence element accessory protein TnpB
AEP_01640	WP_087494929.1	hypothetical protein
none	none	IS3 family transposase
AEP_01643	WP_157673090.1	hypothetical protein
AEP_01644	WP_087494931.1	hypothetical protein
AEP_01645	WP_087494932.1	hypothetical protein
AEP_01646	WP_087494933.1	hypothetical protein
AEP_01647	WP_087494934.1	hypothetical protein
AEP_01648	WP_157673091.1	protein phosphatase 2C domain-containing protein
AEP_01649	WP_087494936.1	DUF1566 domain-containing protein
AEP_01650	WP_087494937.1	OmpA family protein
AEP_01651	WP_232459996.1	DUF1566 domain-containing protein
AEP_01652	WP_157673093.1	hypothetical protein
AEP_01653	WP_198301919.1	caspase family protein
AEP_01654	WP_157673094.1	HD domain-containing protein
AEP_01655	WP_157673095.1	transglycosylase SLT domain-containing protein
AEP_01656	WP_232459962.1	methyl-accepting chemotaxis protein
AEP_01657	WP_087494943.1	FHA domain-containing protein
none	WP_232459963.1	HU family DNA-binding protein
AEP_01658	WP_087494944.1	hypothetical protein
AEP_01659	WP_157673096.1	hypothetical protein
AEP_01660	WP_198301920.1	hypothetical protein
AEP_01661	WP_087494945.1	beta-ketoacyl-[acyl-carrier-protein] synthase family protein
AEP_01662	none	adenylyl-sulfate kinase
AEP_01663	WP_157673098.1	hypothetical protein
none	WP_157673099.1	hypothetical protein
AEP_01664	WP_157673100.1	hypothetical protein
AEP_01665	WP_087494949.1	DUF2961 domain-containing protein
AEP_01666	WP_087494950.1	Ig-like domain-containing protein
AEP_01667	WP_087494951.1	putative Ig domain-containing protein
AEP_01668	WP_087494952.1	HlyD family efflux transporter periplasmic adaptor subunit
AEP_01669	WP_198301921.1	ATP-binding cassette domain-containing protein
AEP_01670	WP_087494954.1	TolC family protein
AEP_01671	WP_087494955.1	hypothetical protein
AEP_01672	WP_087494956.1	H-NS histone family protein
none	none	transposase
AEP_01674	WP_087494958.1	hypothetical protein
AEP_01675	WP_198301922.1	hypothetical protein
none	WP_087494959.1	HAD domain-containing protein
AEP_01679	WP_087494960.1	metallophosphoesterase
none	none	transposase
AEP_01680	WP_087494961.1	DUF6506 family protein
none	none	IS1595 family transposase
AEP_01683	WP_087497255.1	nucleotidyltransferase family protein
AEP_01684	WP_087494963.1	DUF86 domain-containing protein
none	WP_157673102.1	hypothetical protein
none	none	transposase
AEP_01686	WP_198301923.1	IS110 family transposase
none	none	transposase
AEP_01689	WP_087494967.1	hypothetical protein
AEP_01691	WP_157673104.1	hypothetical protein
none	WP_157673105.1	hypothetical protein
AEP_01692	WP_087494968.1	Crp/Fnr family transcriptional regulator
AEP_01693	WP_087494969.1	aminotransferase class V-fold PLP-dependent enzyme
AEP_01694	WP_087494970.1	hypothetical protein
AEP_01695	WP_087494971.1	hypothetical protein
AEP_01696	WP_232459964.1	agmatine deiminase family protein
AEP_01697	WP_157673106.1	hypothetical protein
AEP_01698	WP_157673107.1	hypothetical protein
AEP_01699	WP_087494975.1	HlyD family type I secretion periplasmic adaptor subunit
AEP_01700	WP_087494976.1	type I secretion system permease/ATPase
AEP_01701	WP_087494977.1	GNAT family N-acetyltransferase
AEP_01702	WP_087494978.1	beta-ketoacyl-[acyl-carrier-protein] synthase family protein
AEP_01703	WP_087494979.1	hypothetical protein
AEP_01704	WP_157673108.1	hypothetical protein
AEP_01705	WP_198301924.1	tandem-95 repeat protein
AEP_01706	WP_157673109.1	hypothetical protein
AEP_01707	WP_157673110.1	hypothetical protein
AEP_01708	WP_087494984.1	hypothetical protein
AEP_01710	WP_087494986.1	SDR family oxidoreductase
AEP_01711	WP_087494987.1	polysaccharide biosynthesis protein
AEP_01712	WP_087494988.1	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
AEP_01713	WP_087494989.1	2OG-Fe(II) oxygenase
AEP_01714	WP_087494990.1	glycosyltransferase
AEP_01715	WP_157673111.1	hypothetical protein
AEP_01716	WP_087494992.1	hypothetical protein
AEP_01717	WP_087494993.1	ABC transporter permease
AEP_01718	WP_087494994.1	ABC transporter ATP-binding protein
AEP_01719	WP_087494995.1	glycosyltransferase
AEP_01720	WP_087494996.1	glycosyltransferase
AEP_01721	WP_087494997.1	glycosyltransferase family 4 protein
AEP_01722	WP_087494998.1	transposase
none	none	IS3 family transposase
none	none	transposase
none	none	transposase
AEP_01727	none	IS3 family transposase
AEP_01728	WP_087495002.1	hypothetical protein
AEP_01729	WP_087495003.1	ImmA/IrrE family metallo-endopeptidase
AEP_01730	WP_087495004.1	DUF4019 domain-containing protein
none	WP_087495005.1	hypothetical protein
AEP_01732	WP_157673112.1	hypothetical protein
AEP_01733	WP_087495007.1	hypothetical protein
none	none	tyrosine-type recombinase/integrase
AEP_01736	WP_087495008.1	hypothetical protein
AEP_01737	WP_087495009.1	class I SAM-dependent methyltransferase
AEP_01738	WP_087495010.1	hypothetical protein
AEP_01739	WP_087495011.1	zf-TFIIB domain-containing protein
AEP_01740	WP_157673113.1	hypothetical protein
AEP_01741	WP_087495012.1	hypothetical protein
AEP_01742	WP_087495013.1	LysR family transcriptional regulator
AEP_01743	WP_087495014.1	Tim44-like domain-containing protein
AEP_01744	WP_087495015.1	NADH-quinone oxidoreductase subunit A
AEP_01745	WP_232459965.1	ABC transporter permease
AEP_01746	WP_157673114.1	Rieske 2Fe-2S domain-containing protein
AEP_01747	WP_087495017.1	ATP-binding cassette domain-containing protein
AEP_01748	WP_087495018.1	redoxin domain-containing protein
AEP_01749	WP_087495019.1	CDP-alcohol phosphatidyltransferase family protein
AEP_01750	WP_087495020.1	bifunctional TVP38/TMEM64 family protein/FAD-dependent oxidoreductase
AEP_01751	WP_087495021.1	selenide, water dikinase SelD
AEP_01752	WP_157673115.1	DUF3047 domain-containing protein
AEP_01753	WP_087495023.1	FAD-dependent oxidoreductase
AEP_01754	WP_087495024.1	mechanosensitive ion channel
AEP_01755	WP_087495025.1	YhgE/Pip domain-containing protein
AEP_01756	WP_087495026.1	hypothetical protein
AEP_01757	WP_087495027.1	co-chaperone GroES
AEP_01758	WP_087495028.1	chaperonin GroEL
AEP_01759	WP_087495029.1	HAD family phosphatase
AEP_01760	WP_087495030.1	MBL fold metallo-hydrolase
AEP_01761	WP_087495031.1	winged helix DNA-binding domain-containing protein
AEP_01762	WP_087495032.1	glucose-6-phosphate isomerase
AEP_01763	WP_087495033.1	transaldolase
AEP_01764	WP_087495034.1	glucose-6-phosphate dehydrogenase
AEP_01765	WP_087495035.1	SIS domain-containing protein
AEP_01766	WP_087495036.1	porin
AEP_01767	WP_157673116.1	porin
AEP_01768	WP_087495038.1	2-polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone monooxygenase
AEP_01769	WP_087495039.1	pectate lyase
AEP_01770	WP_087495040.1	OsmC family protein
AEP_01771	WP_232459966.1	threonine ammonia-lyase, biosynthetic
AEP_01772	WP_087495042.1	hypothetical protein
none	none	type II secretion system major pseudopilin GspG
AEP_01775	WP_087495043.1	prepilin-type N-terminal cleavage/methylation domain-containing protein
AEP_01776	WP_087495044.1	type II secretion system minor pseudopilin GspI
AEP_01777	WP_198301925.1	prepilin-type N-terminal cleavage/methylation domain-containing protein
AEP_01778	WP_087495046.1	type II secretion system minor pseudopilin GspK
AEP_01779	WP_198301926.1	type II secretion system protein GspL
AEP_01780	WP_087495048.1	type II secretion system protein GspM
AEP_01781	WP_087495049.1	type II secretion system protein N
AEP_01782	WP_087495050.1	type II secretion system secretin GspD
AEP_01783	WP_087495051.1	ATPase, T2SS/T4P/T4SS family
AEP_01784	WP_087495052.1	LysR family transcriptional regulator
AEP_01785	WP_087495053.1	DUF4148 domain-containing protein
AEP_01786	WP_087495054.1	hypothetical protein
AEP_01787	WP_198301956.1	triacylglycerol lipase
AEP_01788	WP_087497257.1	type II secretion system inner membrane protein GspF
AEP_01789	WP_087495056.1	SPFH domain-containing protein
AEP_01790	WP_087495057.1	5'-nucleotidase
AEP_01791	WP_087495058.1	hypothetical protein
AEP_01792	WP_087495059.1	ABC transporter ATP-binding protein/permease
AEP_01793	WP_087495060.1	7-cyano-7-deazaguanine synthase QueC
AEP_01794	WP_157673117.1	hypothetical protein
AEP_01795	WP_087495062.1	methyl-accepting chemotaxis protein
AEP_01796	WP_087495063.1	DUF4139 domain-containing protein
AEP_01797	WP_087495064.1	sulfate permease
AEP_01798	WP_087495065.1	molybdopterin-guanine dinucleotide biosynthesis protein B
AEP_01799	WP_087495066.1	glutamine--fructose-6-phosphate transaminase (isomerizing)
AEP_01800	WP_087495067.1	Lrp/AsnC family transcriptional regulator
AEP_01801	WP_087495068.1	LysR family transcriptional regulator
AEP_01802	WP_157673118.1	hypothetical protein
AEP_01803	WP_087495070.1	ATP-binding protein
AEP_01804	WP_087495071.1	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
AEP_01805	WP_087495072.1	DUF6279 family lipoprotein
AEP_01806	WP_087495073.1	TfoX/Sxy family protein
AEP_01807	WP_087495074.1	5-formyltetrahydrofolate cyclo-ligase
AEP_01808	WP_087495075.1	lytic transglycosylase domain-containing protein
AEP_01809	WP_087495076.1	sensor domain-containing diguanylate cyclase
AEP_01810	WP_087495077.1	transporter substrate-binding domain-containing protein
AEP_01811	WP_087495078.1	glutathione S-transferase family protein
AEP_01812	WP_087495079.1	multifunctional CCA addition/repair protein
AEP_01813	WP_087495080.1	response regulator
AEP_01814	WP_232459967.1	sensor histidine kinase
AEP_01816	WP_087495081.1	ABC transporter ATP-binding protein
AEP_01817	WP_087495082.1	carbohydrate ABC transporter permease
AEP_01818	WP_087495083.1	sugar ABC transporter permease
AEP_01819	WP_198301927.1	ABC transporter substrate-binding protein
AEP_01820	WP_087495084.1	ABC transporter substrate-binding protein
AEP_01821	WP_087495085.1	ROK family protein
AEP_01822	WP_087495086.1	phosphomannose isomerase type II C-terminal cupin domain
AEP_01823	WP_087495087.1	ABC transporter ATP-binding protein
AEP_01824	WP_087495088.1	iron ABC transporter permease
AEP_01825	WP_087497260.1	iron ABC transporter substrate-binding protein
AEP_01826	WP_087497261.1	SAM-dependent methyltransferase
AEP_01827	WP_232459968.1	SDR family oxidoreductase
AEP_01828	WP_087495089.1	dihydroneopterin aldolase
AEP_01829	WP_087495090.1	dihydroneopterin aldolase
AEP_01830	WP_087495091.1	tRNA 2-thiocytidine(32) synthetase TtcA
AEP_01831	WP_087495092.1	hypothetical protein
AEP_01832	WP_087495093.1	histidine phosphatase family protein
AEP_01833	WP_087495094.1	hypothetical protein
AEP_01834	WP_087495095.1	lysoplasmalogenase family protein
AEP_01835	WP_087495096.1	Holliday junction branch migration DNA helicase RuvB
AEP_01836	WP_087495097.1	carbonic anhydrase family protein
AEP_01837	WP_087495098.1	DUF1161 domain-containing protein
AEP_01838	WP_087495099.1	Holliday junction branch migration protein RuvA
